Composition,Eg (eV),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
TlInTe2,0.7,78,32,49,81,191.467,89.5653,114.818,204.383,7,4,5,6,19.3333,19,13,16,7.33333,7,5,6,1.33333,0,1,1,110.333,105,75,90,2.08333,0.9,1.4,1.9,1.88,1.24,1.36,1.48,2.54167,1.105,1.67,2.235,2.08333,0.9,1.4,1.9,1.39667,1.28,0.94,1.11,2.53333,2.58,1.62,2.1,2.69333,3.13,1.63,2.38,6.59303,6.6499,4.2337,5.4418,5.76,7.88,3.1,5.49,2.587,2.66,1.656,2.158,3.62667,2.88,2,3.44,6,9,3,6,2.66667,0,2,2,3.33333,7,1,4,13.3333,0,10,10,3,1,2,3,961.667,1180,558,869,9.43333,1.3,5.5,9.7,817.067,1015.55,429.75,722.65,2203.07,172.75,1262.95,2353.15,10.5633,0.58,6.24,11.9,0.253333,0.1,0.13,0.23,14.1283,31.717,3.263,17.49,166.9,126.4,52.55,231.5,44.1333,76.9,2.35,81.6,273,61,182,243,2.92667,0.64,1.88,2.52
ZnIn2Te4,1.95,112,178,30,52,268.475,445.01,65.39,127.6,11.3333,16,4,5,34,52,12,16,12.6667,20,4,6,2.66667,2,1,2,193,291,69,90,3.35,1.75,1.35,1.55,3.19,1.63,1.25,1.44,4.22,2.58,1.67,2.05,3.35,1.75,1.35,1.55,2.35333,3.7,0.74,1.11,4.53667,6.75,1.65,2.1,4.74,8.08,1.44,2.38,11.3287,18.0157,3.7515,5.4418,10.87,15.76,3.1,5.49,4.51133,7.042,1.59,2.158,6.44,3.56,2,4.44,14,6,3,12,4.66667,6,2,2,6,16,0,4,23.3333,0,10,10,4.66667,0,2,2,1832.67,210,558,906,15.9333,2.6,5.5,9.7,1480.95,2031.1,429.75,722.65,3645.75,3527.15,1179.15,2353.15,15.57,10.34,6.24,7.31,0.55,0.41,0.2,0.39,27.936,63.434,3.263,17.49,262.833,252.8,52.55,231.5,96.2,106.6,2.35,116,468.333,355,131,243,5.05,3.69,1.35,2.52
RbCu2SbS3,1.67,48.5,3,16,51,107.629,25.562,32.066,121.76,6.75,4,3,5,21.5,47,1,16,9,20,1,7,2,4,0,2,120.25,260,4,88,2.375,0.65,1,2.35,2.24,0.9,1.02,2.16,3.31125,0.8,1.1,4.1,2.375,0.65,1,2.35,1.3175,0.37,0.43,1.66,3.6025,6.92,0.82,2.58,3.2625,7.15,0.8,2.65,8.26217,14.3488,3.1886,5.8458,8.7025,16.32,2.34,6.22,3.53925,7.061,0.706,2.589,5.22,9.88,1,5.44,11.5,21,1,11,2.75,4,1,2,3.75,12,0,4,7.5,10,0,10,5.75,16,1,6,1431.75,2597,403,1000,19,38.6,2.9,47.3,1271.59,2400.25,312.05,1356.15,2754.04,3526.75,717.85,2840.15,8.0875,16.39,1.53,8.96,0.86575,1.92,0.21,0.71,13.3286,14.7175,1.7175,19.87,194.839,571.2,9.8,300.3,221.327,801.193,0.269,401,465.25,590,86,338,4.783,6.128,0.852,3.49
Tl2Hg3Te4,0.9,203.333,46,52,81,506.979,101.633,127.6,204.383,16.6667,8,5,6,42,28,12,16,15.3333,12,4,6,4,2,1,2,241.667,147,71,90,4.63333,1.8,1.4,1.9,4.29,0.97,1.36,1.49,6.12667,0.55,1.67,2.41,4.63333,1.8,1.4,1.9,2.99667,1.95,0.83,1.11,5.88,5.16,1.62,2.1,5.79,5.05,1.49,2.38,18.6105,15.4171,4.6618,8.2469,14.3633,15.56,3.2,5.49,5.83,3.352,1.76,2.158,9.4,5.32,2,4.44,22,30,3,12,6,2,2,2,6,16,0,4,30,0,10,10,6.66667,2,2,3,2558.33,1843,589,1007,17.8,1,5.4,7.6,1581.88,2187.85,234.25,722.65,3467.52,1569.85,630.15,1730.15,29.7533,15.54,6.24,13.5,0.492333,0.54,0.13,0.2,28.3763,63.075,2.295,17.49,238.696,118,52.55,164.1,42.2067,82.8,2.35,46.1,445,605,61,197,4.84333,6.75,0.67,2.19
Cr2S3,1.1,48,0,16,24,100.095,7.7942,32.066,51.9961,8.5,1,3,4,30,36,6,16,14.5,13,4,7,3.5,1,1,2,181,166,49,88,2.9,0.2,1,1.4,2.71,0.7,1.02,1.18,4.09,1.58,1.1,2.44,2.9,0.2,1,1.4,1.405,0.23,0.43,0.76,5.53,4.42,1.66,2.58,5.975,3.95,2,2.65,12.04,10.9948,3.2713,5.8458,13.05,11.22,3.72,6.22,5.5335,4.467,1.65,2.589,8.78,5.56,2,5.78,15,6,6,6,4,4,1,2,6,12,0,4,5,10,0,5,10,16,1,6,2153,1694,653,1000,15.95,14.5,2.9,11.6,2709.07,3102.45,385.95,2130.15,4021.93,3736.75,717.85,2945.15,10.295,8.17,2.07,7.19,1.515,1.23,0.45,0.71,19.4763,28.6475,1.7175,16.9,359,659.2,9.8,344.3,94.1035,186.593,0.269,93.7,815.5,43,279,397,8.375,0.35,2.85,4.1
InN,1.95,28,42,7,49,64.4124,100.811,14.0067,114.818,3.5,3,2,5,14,2,13,15,6,2,5,7,1,0,1,1,78.5,7,75,82,1.1,0.9,0.65,1.55,1.095,0.69,0.75,1.44,1.295,1.51,0.54,2.05,1.1,0.9,0.65,1.55,0.62,0.64,0.3,0.94,2.41,1.26,1.78,3.04,2.24,1.22,1.63,2.85,5.55855,2.6497,4.2337,6.8834,5.2,4.2,3.1,7.3,2.361,1.41,1.656,3.066,3.22,0.44,3,3.44,4,2,3,5,2,0,2,2,2,2,1,3,5,10,0,10,3.5,3,2,5,980,844,558,1402,5.4,8.6,1.1,9.7,246.5,366.5,63.25,429.75,1215.25,2275.8,77.35,2353.15,3.65563,7.30875,0.00125,7.31,0.635,0.81,0.23,1.04,1.8117,2.9026,0.3604,3.263,117.146,228.707,2.7928,231.5,40.813,81.574,0.02598,81.6,358,230,243,473,3.72,2.4,2.52,4.92
Cu2O,2.58,33,50,8,29,71.5457,111.093,15.9994,63.546,5,6,2,4,19,6,11,16,7.5,1,4,7,2.5,3,1,2,107.5,41,64,87,1.65,2.1,0.6,1.35,1.535,1.61,0.73,1.17,2.2725,3.615,0.465,2.04,1.65,2.1,0.6,1.35,1.315,0.21,0.71,1.21,3.62,0.36,1.9,3.44,2.74,1.16,1.08,3.32,7.84885,1.0429,3.6637,8.3703,8.25,1.42,4.48,7.54,3.655,0.09,1.85,3.61,5.44,10.88,0,5.44,14,16,6,11,2,0,1,2,2,4,0,4,10,20,0,10,4,4,1,6,1402,176,745,1314,7.0965,12.607,0.793,6.7,1383.53,2657.55,54.75,1356.15,2885.22,5590.15,90.15,2840.15,8.96071,17.9186,0.00143,8.96,0.84,0.16,0.38,0.92,13.1613,25.8774,0.22259,13.05,302.005,597.19,3.4099,300.3,401.013,801.973,0.02674,401,462.5,427,249,338,4.8,4.36,2.62,3.49
Er2Te3,0.9,146,20,52,68,358.66,48.28,127.6,167.26,13.5,3,5,6,27,42,3,16,12,12,3,6,4.5,3,1,3,170,200,35,90,3.85,0.7,1.4,1.75,3.61,0.94,1.36,1.57,6.135,2.25,1.67,3.63,3.85,0.7,1.4,1.75,2.695,1.27,1.03,1.11,4.39,3.82,1.24,2.1,4.77,4.74,1.2,2.38,13.8296,4.9916,5.4418,5.6669,11.335,10.27,3.1,5.49,4.327,4.294,1.09,2.158,6,0,2,3,12,12,3,6,5,2,2,2,6,12,0,4,15,30,0,10,5,2,2,2,1892.5,1429,589,869,30.95,28.9,5.5,22.7,2886.12,1436.35,722.65,1802.15,5035.57,2493.45,1262.95,3141.15,18.43,0.58,6.24,9.07,0.47,0.26,0.17,0.2,46.135,12.67,17.49,19.9,339.825,364.35,52.55,261,17.825,21.55,2.35,14.3,612.5,43,197,317,6.575,0.01,2.19,3.29
AgGaSiSe4,2.63,57,33,14,47,130.379,79.7827,28.0855,107.868,7,2,3,5,25.5,53,11,16,10.75,24,4,7,1.5,4,0,1,143.25,291,65,89,2.15,0.5,1.1,1.6,2.0875,0.23,1.11,1.34,2.6575,2.765,1.285,2.375,2.15,0.5,1.1,1.6,1.1725,0.89,0.4,1.29,3.96,8.39,1.81,2.55,3.7275,9.09,1.07,2.54,8.81215,19.1918,3.8522,5.761,8.9925,20.36,3.2,5.89,3.8195,7.98,1.756,2.434,5.22,2.56,2,5.44,10.5,8,3,11,3.25,7,1,2,4.75,16,0,4,2.5,10,0,10,8,23,1,6,1465.25,3185,579,941,9.15,7.1,3.8,8.1,1295.46,1380.2,302.95,1683.15,2905.51,1156.45,958.15,2676.15,9.4725,8.17,2.33,10.5,0.64875,0.475,0.235,0.71,23.554,44.96,5.59,50.55,261.075,233.42,37.7,384.22,156.44,420.84,2.04,429,482.5,456,227,452,5.0575,5.21,2.46,4.63
Rb8Ga8Si38,1.18,358.667,236,14,37,769.592,383.507,28.0855,85.4678,62,74,3,5,214.667,524,1,14,92,220,1,6,15.3333,38,0,1,1196,2932,4,78,23.6667,23,1.1,2.35,23.18,24.9,1.11,2.16,33.44,21.16,1.42,4.1,23.6667,23,1.1,2.35,11.52,1.92,0.4,1.66,31.08,65.64,0.82,1.9,31.7467,68.84,0.8,1.98,72.628,133.529,3.1886,4.1852,75.1933,162.54,2.34,4.77,30.8347,67.16,0.706,1.916,62.5067,144,1,4,61.3333,144,1,4,33.3333,68,1,2,28,76,0,2,0,0,0,0,61.3333,144,1,4,12587.3,26682,403,787,216.133,173.2,5.4,47.3,22959.9,61536.1,302.95,1683.15,42984,13736,959.15,2676.15,49.3267,34.96,1.53,5.9,10.948,24.076,0.363,0.71,661.052,1903.36,2.192,50.55,5749.23,14022.6,72.216,384.22,2138.13,5299.2,40.6,148,6717.33,16488,86,452,68.412,169.124,0.852,4.63
AgSbTe2,0.6,67.3333,57,47,52,161.609,147.332,107.868,127.6,6.66667,0,5,5,19.3333,21,11,16,7.33333,8,4,6,1,2,0,1,110,115,65,90,1.95,1.2,1.4,1.6,1.82,0.06,1.34,1.4,2.49333,0.965,1.67,2.375,1.95,1.2,1.4,1.6,1.47,0.39,0.9,1.29,2.72667,2.27,1.93,2.1,2.65667,3.69,1.07,2.38,6.57703,7.0314,3.8522,5.4418,6.75667,6.54,4.44,5.49,2.72333,2.446,1.87,2.158,4.14667,1.44,2,5.44,9.33333,6,5,11,2.33333,1,1,2,3.66667,8,0,4,13.3333,0,10,10,2.33333,3,1,2,1101,1007,731,869,8.5,3.1,5.5,7.9,1194.87,210.15,722.65,1235.15,2411.4,40.75,1262.95,2485.15,9.89,1.98,6.24,10.5,0.281667,0.165,0.2,0.235,22.05,8.57,11.3,19.87,144.273,145.48,52.55,250.58,152.667,424.3,2.35,429,313.333,110,197,284,3.36,1.43,2.19,2.95
Li2In2GeS6,3.45,58,92,3,49,127.131,215.754,6.941,114.818,9,6,2,5,34.5,94,1,16,15,40,1,7,2.25,6,0,1,189.75,526,1,88,3.3125,2.9,1,1.55,3.37,2.86,1.02,1.63,3.87,2.5,1.1,2.05,3.3125,2.9,1,1.55,1.6975,0.7,0.43,0.94,5.7525,13.52,0.98,2.58,5.7375,14.1,0.9,2.65,13.6569,28.6302,3.2223,5.8458,13.535,31.3,3.01,6.22,5.666,13.71,0.912,2.589,6.22,2,1,4,12,34,1,6,5,10,1,2,7,24,0,4,5,20,0,10,11.5,34,1,6,2229.5,4960,520,1000,22.875,31.2,2.9,24.3,1325.76,1095.15,385.95,1220.55,3836.71,1203.95,717.85,3103.15,8.3615,13.534,0.543,7.31,3.06,6.74,0.23,3.6,14.9428,26.635,1.7175,36.94,286.135,272.1,9.8,330.9,98.5285,167.786,0.269,84.7,714.75,55,161,377,7.3125,0.59,1.63,3.85
SnBr2,3.5,60,20,35,50,139.259,41.098,79.904,118.71,6.5,3,4,5,24,20,14,17,10.5,11,5,8,1.5,1,1,1,135,110,80,95,1.875,0.85,1.15,1.45,1.845,0.87,1.14,1.41,2.14,0.52,1.2,1.88,1.875,0.85,1.15,1.45,2.165,2.95,0.69,1.82,3.94,3.96,1.96,2.96,3.77,3.78,1.88,2.83,8.7042,8.2232,4.5926,6.4079,9.74,10.88,4.3,7.59,3.597,3.546,1.824,2.685,2,4,0,4,9,10,4,7,3,2,2,2,6,8,2,5,5,10,0,10,8,12,2,7,1494.5,1571,709,1140,6.95,1.5,3.1,7.7,518.525,26.75,265.95,505.15,1603.53,1879.25,331.95,2543.15,6.775,1.07,3.12,7.31,0.5865,0.719,0.227,0.473,8.8005,3.543,5.286,7.029,163.338,264.924,15.438,295.8,33.422,66.356,0.122,66.6,263,78,112,302,2.79,0.7,1.22,3.14
ThO2,3.3,53,74,8,90,132.018,200.039,15.9994,232.038,5.5,3,2,7,17.5,29,3,16,8.5,11,3,7,2,0,1,2,95,158,16,87,1.5,0.6,0.6,1.8,1.555,0.19,0.73,1.65,2.955,4.05,0.465,4.98,1.5,0.6,0.6,1.8,1.805,1.23,1.19,1.21,4.09,5.58,1.3,3.44,3.97,5.34,1.3,3.32,9.8095,13.8622,2.8784,8.3703,9.14,11.88,3.2,7.54,4.165,6.11,1.11,3.61,2,4,0,4,7,10,2,6,3,2,2,2,4,8,0,4,1,2,0,2,7,10,2,6,1607.5,2041,587,1314,16.843,30.514,0.793,32.1,1066.33,1913.65,54.75,2023.15,2621.72,4882.85,90.15,5063.15,5.85143,11.6971,0.00143,11.7,0.98,1.72,0.12,0.92,8.27259,15.6548,0.22259,16.1,260.61,507.58,3.4099,514.4,27.0267,53.9465,0.02674,54,537,78,249,576,5.72,0.96,2.62,6.2
Bi8Te7S5,0.4,369.333,584,16,83,908.458,1511.51,32.066,208.98,32.6667,33,3,6,104,8,15,16,39,5,5,7,6.66667,0,1,1,586,58,86,90,9.2,7.8,1,1.6,8.76667,6.58,1.02,1.46,11.0553,10.476,1.1,1.997,9.2,7.8,1,1.6,6.42667,7.21,0.43,1.17,14.5867,3.26,2.02,2.58,15.6767,3.87,2.14,2.65,35.3173,9.4014,4.8288,5.8458,35.6833,6.42,4.69,6.22,14.7103,3.135,2.01,2.589,16,14,2,3,37.3333,8,5,6,13.3333,6,2,2,24,8,3,4,50,80,0,10,28,16,2,6,5569,624,703,1000,37.4,44.7,2.9,7.4,3780.5,3128.8,385.95,722.65,9031.7,11076,717.85,1833.15,44.01,67.65,2.07,9.75,1.97,2.59,0.12,0.71,73.8058,113.843,1.7175,17.49,418.417,789.4,9.8,104.8,26.9183,61.615,0.269,7.87,1476.67,16,197,279,15.6733,3.19,2.18,2.85
PbGa2SiSe6,2.17,90.5,68,14,82,212.123,179.114,28.0855,207.2,10.25,3,3,6,37.5,70,13,16,15.75,32,5,7,2.5,0,1,1,210.25,386,74,89,3.1,0.7,1.1,1.8,3.015,0.36,1.11,1.47,3.6525,5.62,1.285,2.09,3.1,0.7,1.1,1.8,1.6925,1.09,0.4,1.49,5.655,13.5,1.8,2.55,5.635,11.84,1.7,2.54,12.9565,26.2316,4.1672,5.761,12.6025,28.94,3.2,5.89,5.4715,11.092,1.756,2.434,6.33,8,2,4,12.5,30,3,6,5,0,2,2,7.5,22,1,4,2.5,10,0,10,12.5,30,3,6,2076.75,4488,579,941,12.8,6.6,3.8,8.1,1457.65,1077.25,302.95,1683.15,3935.62,396.6,958.15,2676.15,13.5675,9.07,2.33,11.4,0.875,0.58,0.13,0.71,26.6732,45.751,4.799,50.55,326.38,158.02,37.7,384.22,69.185,135.76,2.04,148,645.5,256,196,452,6.76,2.6,2.03,4.63
Li2ZnGe,1.1,22.6667,26,3,32,50.6273,58.728,6.941,72.61,4,0,2,4,9.33333,12,1,14,4,4,1,6,1,2,0,2,50,77,1,79,1.83333,1.65,1.25,1.45,1.91,2.04,1.22,1.63,2.22,0.32,1.56,1.88,1.83333,1.65,1.25,1.45,1.02333,1.27,0.53,0.9,1.87333,0.05,0.98,2.01,1.74333,0.19,0.9,1.99,4.94557,1.804,3.2223,4.6406,5.02333,1.42,3.01,4.6,1.80267,0.17,0.912,1.994,3.48,2.44,1,4.44,6,10,1,12,2,0,1,2,0.666667,2,0,2,3.33333,10,0,10,2.66667,2,1,4,902.667,134,520,906,20.3667,42.5,6.1,24.3,940.2,313.25,453.65,1220.55,2504.2,1924,1179.15,3103.15,4.512,6.044,0.543,7.13,2.63667,6.88,0.32,3.6,16.754,30.94,3,36.94,246.013,215.6,115.3,330.9,115.1,56.1,59.9,116,276.667,246,131,377,2.82,2.5,1.35,3.85
Na2RbSb,1,36.6667,29,11,51,84.4024,75.7805,22.9898,121.76,5.33333,1,3,5,6,14,1,15,3,5,1,6,0.333333,1,0,1,31,81,2,85,2.46667,0.9,1.45,2.35,2.21333,0.76,1.4,2.16,3.72167,2.335,1.765,4.1,2.46667,0.9,1.45,2.35,1.62667,0.76,0.9,1.66,1.57667,1.23,0.82,2.05,1.57333,1.34,0.8,2.14,4.41983,0.0803,2.5378,4.9953,4.29667,2.51,2.34,4.85,1.476,1.278,0.706,1.984,2,2,1,3,2.66667,4,1,5,1.66667,1,1,2,1,3,0,3,3.33333,10,0,10,1.66667,1,1,2,743,431,403,834,33.7,40.7,6.6,47.3,652.7,592.1,312.05,904.15,1831.53,1264,959.15,2223.15,3.38733,4.748,0.971,6.69,1.011,2.25,0.21,1.23,9.086,17.678,2.192,19.87,114.425,121.704,72.216,96.96,121.5,257.7,24.3,141,188.667,176,86,262,1.94267,1.898,0.852,2.75
TaGaS2,2.56,45.3333,41,16,73,104.934,116.816,32.066,180.948,5.33333,0,3,6,16.6667,27,5,16,7.66667,10,4,7,1.66667,0,1,2,99.3333,128,48,88,1.58333,0.55,1,1.45,1.54667,0.7,1.02,1.34,2.22833,0.59,1.1,2.79,1.58333,0.55,1,1.45,0.8,0.08,0.43,0.78,2.82333,3.66,1.5,2.58,2.98,3.6,1.7,2.65,7.47753,2.4066,4.1672,6.5738,6.58333,9.24,3.2,6.22,2.758,3.838,1.34,2.589,4.14667,1,2,5,6.66667,9,3,6,2.66667,0,2,2,3,8,0,4,1,3,0,3,5.66667,10,2,6,1113.33,1421,579,1000,9,7.3,2.9,13.1,1448,2966.2,302.95,3269.15,3270,4262.45,717.85,5698.15,8.88,12.46,2.07,16.6,0.643333,1.28,0.14,0.71,13.5417,28.165,1.7175,31.6,340.433,723.4,9.8,743,32.8793,56.962,0.269,57.5,542,224,279,782,5.53667,5.29,2.81,8.1
K2Hg3S2.69Se1.31,2.28,91.395,196.96,16,80,217.415,515.512,32.066,200.59,9.8275,9.93,3,6,25.5,18.96,1,16,10.5,7.17,1,7,2.5,6,0,2,143.077,110.59,3,89,3.27413,1.71,1,2.2,3.19835,1.3162,1.02,2.03,4.81309,4.421,1.1,3.69,3.27413,1.71,1,2.2,1.85508,1.8833,0.43,1.52,4.48018,5.3002,0.82,2.58,4.13148,5.5285,0.8,2.65,13.3973,19.1643,2.7882,8.2469,11.0044,11.8918,2.42,6.22,4.22524,5.49641,0.734,2.589,5.83,11.32,1,4.44,15.5,34,1,12,4,0.62,1,2,4,5.24,0,4,7.5,30,0,10,8,5.86,1,6,1945.43,2183,419,1007,28.9447,78.999,2.9,43.4,763.963,60.6535,234.25,490.15,1785.74,175.85,630.15,1033.15,13.5158,38.78,0.86,13.5,1.06153,1.083,0.139,0.75,6.23555,4.14907,1.7175,6.694,103.294,133.378,9.8,79.87,58.304,204.076,0.269,102.4,352.72,567.51,61,279,3.69177,5.6565,0.67,2.85
In0.3Al0.7P,2.3,12.9333,5.6,13,49,28.1021,15.5583,26.9815,114.818,2.2,1.5,3,5,9.33333,5.9,13,15,4,3.5,5,7,0.666667,0,1,1,52.2,31.9,73,83,0.78,0.535,1,1.55,0.772667,0.628,1.06,1.44,1.00917,0.625,1.24,2.05,0.78,0.535,1,1.55,0.321,0.028,0.31,0.94,1.28367,1.063,1.61,2.19,1.319,1.831,1.63,2.32,2.8986,2.49251,3.5237,4.9591,2.937,4.69,3.1,5.62,1.29297,1.1239,1.613,2.253,2.044,1.968,3,3.44,2.66667,2.9,3,5,1.33333,0,2,2,1.33333,2.3,1,3,1,3,0,10,2.56667,4.4,2,5,528,844.6,558,1012,4.10667,0.69,3.6,9.7,366.46,335.955,317.25,933.15,1059.07,1364.95,553.15,2740.15,1.96767,0.373,1.82,7.31,0.489667,0.561,0.23,0.9,3.06297,6.896,0.657,10.79,95.653,193.251,12.129,293.4,63.5383,165.665,0.235,237,205.367,155.3,243,326,2.18633,2.674,2.52,3.43
ZnO,3.4425,19,22,8,30,40.6947,49.3906,15.9994,65.39,3,2,2,4,14,4,12,16,5.5,3,4,7,1.5,1,1,2,78,18,69,87,0.975,0.75,0.6,1.35,0.99,0.52,0.73,1.25,1.1725,1.415,0.465,1.88,0.975,0.75,0.6,1.35,0.975,0.47,0.74,1.21,2.545,1.79,1.65,3.44,2.38,1.88,1.44,3.32,6.0609,4.6188,3.7515,8.3703,5.995,3.09,4.45,7.54,2.6,2.02,1.59,3.61,2.22,4.44,0,4.44,9,6,6,12,2,0,2,2,2,4,0,4,5,10,0,10,4,4,2,6,1110,408,906,1314,3.5965,5.607,0.793,6.4,373.75,638,54.75,692.75,634.65,1089,90.15,1179.15,3.56571,7.12857,0.00143,7.13,0.655,0.53,0.39,0.92,3.77229,7.09941,0.22259,7.322,59.355,111.89,3.4099,115.3,58.0134,115.973,0.02674,116,190,118,131,249,1.985,1.27,1.35,2.62
GaTe,1.74,41.5,21,31,52,98.6615,57.877,69.723,127.6,4.5,1,4,5,14.5,3,13,16,5.5,1,5,6,1,0,1,1,82,16,74,90,1.35,0.1,1.3,1.4,1.31,0.1,1.26,1.36,1.6825,0.025,1.67,1.695,1.35,0.1,1.3,1.4,0.935,0.35,0.76,1.11,1.955,0.29,1.81,2.1,2.04,0.68,1.7,2.38,4.8045,1.2746,4.1672,5.4418,4.345,2.29,3.2,5.49,1.957,0.402,1.756,2.158,2.72,1.44,2,3.44,4.5,3,3,6,2,0,2,2,2.5,3,1,4,5,10,0,10,2.5,1,2,3,724,290,579,869,6.8,2.6,5.5,8.1,512.8,419.7,302.95,722.65,1969.55,1413.2,1262.95,2676.15,6.07,0.34,5.9,6.24,0.285,0.17,0.2,0.37,11.54,11.9,5.59,17.49,155.625,206.15,52.55,258.7,21.475,38.25,2.35,40.6,241.5,89,197,286,2.5,0.62,2.19,2.81
SrS,4.76,27,22,16,38,59.843,55.554,32.066,87.62,4,2,3,5,9,14,2,16,4.5,5,2,7,0.5,1,0,1,48,80,8,88,1.5,1,1,2,1.465,0.89,1.02,1.91,2.155,2.11,1.1,3.21,1.5,1,1,2,0.875,0.89,0.43,1.32,1.765,1.63,0.95,2.58,1.89,1.52,1.13,2.65,4.6023,2.487,3.3588,5.8458,4.11,4.22,2,6.22,1.776,1.626,0.963,2.589,2,0,2,2,4,4,2,6,2,0,2,2,2,4,0,4,0,0,0,0,4,4,2,6,774.5,451,549,1000,15.25,24.7,2.9,27.6,714.05,656.2,385.95,1042.15,1187.5,939.3,717.85,1657.15,2.305,0.47,2.07,2.54,0.505,0.41,0.3,0.71,5.00875,6.5825,1.7175,8.3,76.9,134.2,9.8,144,17.7845,35.031,0.269,35.3,221.5,115,164,279,2.285,1.13,1.72,2.85
LiGaS2,3.62,22,28,3,31,46.932,62.782,6.941,69.723,4,2,2,4,15.3333,31,1,16,6.66667,13,1,7,1,2,0,1,83.6667,175,1,88,1.58333,0.55,1,1.45,1.64333,0.41,1.02,1.63,1.835,0.505,1.1,1.695,1.58333,0.55,1,1.45,0.84,0.04,0.43,0.9,2.65,4.18,0.98,2.58,2.63333,4.4,0.9,2.65,6.36037,8.4693,3.2223,5.8458,6.21667,9.43,3.01,6.22,2.61533,4.266,0.912,2.589,2.81333,2.44,1,3.44,5.33333,11,1,6,2.33333,3,1,2,3,8,0,4,0,0,0,0,5.33333,11,1,6,1033,1480,520,1000,12.7333,18.5,2.9,24.3,509.5,150.7,302.95,453.65,1909,1240.45,717.85,2676.15,3.52767,5.357,0.543,5.9,1.79667,3.23,0.37,3.6,4.00833,2.155,1.7175,5.59,141.407,239.1,9.8,258.7,41.946,84.162,0.269,84.7,335,125,161,286,3.38,4.07,1.63,2.85
In2Se3,0.97,100,4,34,49,233.258,7.244,78.96,114.818,11,2,4,5,37,22,13,16,15.5,11,5,7,2.5,1,1,1,208.5,117,75,89,3.275,0.35,1.15,1.55,3.18,0.6,1.16,1.44,3.9775,0.245,1.285,2.05,3.275,0.35,1.15,1.55,1.78,0.2,0.56,0.94,5.605,4.09,1.78,2.55,5.44,4.36,1.63,2.54,12.8752,8.8156,4.2337,5.761,11.935,11.47,3.1,5.89,5.307,3.99,1.656,2.434,6.44,0.88,2,3.44,12,12,3,6,5,2,2,2,7,10,1,4,10,20,0,10,11,14,2,6,1969.5,1707,558,941,15.4,8,3.8,9.7,1164.97,610.95,429.75,490.15,3790.38,1831.85,958.15,2353.15,14.495,0.25,4.79,7.31,0.71,0.5,0.23,0.32,13.304,13.556,3.263,6.694,288.05,349.9,37.7,231.5,84.66,157.08,2.04,81.6,583.5,195,227,243,6.21,2.34,2.46,2.52
MnTe9,2,246.5,443,25,52,601.669,1093.46,54.938,127.6,24.5,41,4,5,75.5,137,7,16,29,50,4,6,5.5,7,1,2,431,758,52,90,7,11.2,1.4,1.4,6.705,11.07,1.17,1.36,8.625,12.81,1.67,2.22,7,11.2,1.4,1.4,5.4,9.18,0.81,1.11,10.225,17.35,1.55,2.1,11.73,19.38,2.04,2.38,26.1599,45.6325,3.3437,5.4418,26.565,45.69,3.72,5.49,10.586,17.672,1.75,2.158,11.89,12.22,2,5.78,30.5,47,6,7,10,16,2,2,18,36,0,4,47.5,85,5,10,10,16,2,2,4269,7104,717,869,29.45,40.1,5.5,9.4,4010.5,4986.7,722.65,1517.15,6800.85,9131.4,1262.95,2235.15,31.795,48.73,6.24,7.43,1.14,1.32,0.2,0.48,84.73,145.36,12.05,17.49,369.475,206.95,52.55,266,14.485,13.33,2.35,7.82,1027,1492,197,281,11.315,16.79,2.19,2.92
LiCl,9.33,10,14,3,17,21.1969,28.5117,6.941,35.4527,2.5,1,2,3,9,16,1,17,4.5,7,1,8,0.5,1,0,1,47.5,93,1,94,1.225,0.45,1,1.45,1.31,0.64,0.99,1.63,1.31,0.6,1.01,1.61,1.225,0.45,1,1.45,1.285,0.77,0.9,1.67,2.07,2.18,0.98,3.16,1.94,2.08,0.9,2.98,5.03345,3.6223,3.2223,6.8446,5.655,5.29,3.01,8.3,1.8905,1.957,0.912,2.869,0.5,1,0,1,4,6,1,7,1.5,1,1,2,2.5,5,0,5,0,0,0,0,4,6,1,7,885.5,731,520,1251,13.25,22.1,2.2,24.3,312.9,281.5,172.15,453.65,926.85,1376.6,238.55,1615.15,0.273105,0.53979,0.00321,0.543,2.04,3.12,0.48,3.6,3.115,0.23,3,3.23,78.06,135.72,10.2,145.92,42.3544,84.6911,0.0089,84.7,141,40,121,161,1.515,0.23,1.4,1.63
